"07115: Registrerte helt arbeidsledige innvandrere og deltakere på tiltak 15-74 år, etter statistikkvariabel og kvartal"

"statistikkvariabel";"2017K2";"2018K2";"2019K2";"2020K2"
"Arbeidsledige";70926;60008;59809;181442
